80000000,4,1000,134217728,2984.060000,.638060,.99972053,40119885470,0
80000000,4,32,134217728,423.260000,.544666,.94825511,1399999043,0
80000000,1000,4000,134217728,10859.590000,.524987,.99984453,199953311580,0
80000000,4,4000,134217728,8059.920000,.513069,.99964231,160118124228,0
80000000,100,500,134217728,1650.760000,.542068,.99728917,23959845365,0
80000000,4,1000,268435456,2835.900000,.598739,.99639061,40119984966,0
80000000,4,32,268435456,423.270000,.543755,.86923382,1399999148,0
80000000,1000,4000,268435456,10639.420000,.510128,.99985491,199955401735,0
80000000,4,4000,268435456,7967.150000,.504249,.99914974,160119704314,0
80000000,100,500,268435456,1625.200000,.533419,.99174989,23959875769,0
80000000,4,1000,536870912,2934.270000,.620182,.99639186,40120034853,0
80000000,4,32,536870912,422.740000,.541564,.86923389,1399999214,0
80000000,1000,4000,536870912,10907.410000,.527066,.99851984,199956440250,0
80000000,4,4000,536870912,8164.770000,.525197,.99748390,160120504189,0
80000000,100,500,536870912,1667.750000,.548342,.99175053,23959891261,0
80000000,4,1000,1073741824,3062.520000,.655981,.98328202,40120059693,0
80000000,4,32,1073741824,424.020000,.545349,.65192546,1399999234,0
80000000,1000,4000,1073741824,10900.020000,.521738,.99585259,199956961793,0
80000000,4,4000,1073741824,8087.410000,.516297,.99416146,160120900707,0
80000000,100,500,1073741824,1647.400000,.541459,.97019108,23959898902,0
80000000,4,1000,2147483648,2893.720000,.618211,.98328238,40120072366,0
80000000,4,32,2147483648,417.770000,.538169,.65192546,1399999256,0
80000000,1000,4000,2147483648,10984.830000,.525840,.99055679,199957223981,0
80000000,4,4000,2147483648,9774.220000,.498989,.99416267,160121097749,0
80000000,4,32,4294967296,439.140000,.471802,.32596266,1399999256,0
80000000,1000,4000,4294967296,12960.400000,.550995,.99055745,199957354231,0
80000000,4,4000,4294967296,10451.780000,.590717,.98108209,160121197546,0
80000000,100,500,4294967296,1510.710000,.515233,.92976671,23959904762,0
80000000,100,500,2147483648,1508.560000,.512773,.92976658,23959902742,0
80000000,4,1000,4294967296,2541.640000,.559667,.93411839,40120078291,0
